Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
33203,West Virginia,US,4/13/20,611,8
33204,West Virginia,US,4/14/20,640,9
33205,West Virginia,US,4/15/20,702,10
33206,West Virginia,US,4/16/20,728,12
33207,West Virginia,US,4/17/20,775,16
33208,West Virginia,US,4/18/20,785,16
33209,West Virginia,US,4/19/20,890,18
33210,West Virginia,US,4/20/20,902,24
33211,West Virginia,US,4/21/20,908,26
33212,West Virginia,US,4/22/20,939,27
33213,West Virginia,US,4/23/20,981,31
33214,West Virginia,US,4/24/20,1010,32
33215,West Virginia,US,4/25/20,1010,32
33216,West Virginia,US,4/26/20,1055,34
33217,West Virginia,US,4/27/20,1063,34
33218,West Virginia,US,4/28/20,1095,38
33219,West Virginia,US,4/29/20,1110,38
33220,West Virginia,US,4/30/20,1125,41
33221,West Virginia,US,5/1/20,1152,46
33222,West Virginia,US,5/2/20,1185,48
33223,West Virginia,US,5/3/20,1195,48
33224,West Virginia,US,5/4/20,1224,48
33225,West Virginia,US,5/5/20,1246,48
33226,West Virginia,US,5/6/20,1242,50
33227,West Virginia,US,5/7/20,1287,51
33228,West Virginia,US,5/8/20,1323,52
33229,West Virginia,US,5/9/20,1323,52
33230,West Virginia,US,5/10/20,1360,54
33231,West Virginia,US,5/11/20,1366,54
33232,West Virginia,US,5/12/20,1378,58
33233,West Virginia,US,5/13/20,1398,58
33234,West Virginia,US,5/14/20,1427,60
33235,West Virginia,US,5/15/20,1447,64
33236,Wisconsin,US,1/22/20,0,0
33237,Wisconsin,US,1/23/20,0,0
33238,Wisconsin,US,1/24/20,0,0
33239,Wisconsin,US,1/25/20,0,0
33240,Wisconsin,US,1/26/20,0,0
33241,Wisconsin,US,1/27/20,0,0
33242,Wisconsin,US,1/28/20,0,0
33243,Wisconsin,US,1/29/20,0,0
33244,Wisconsin,US,1/30/20,0,0
33245,Wisconsin,US,1/31/20,0,0
33246,Wisconsin,US,2/1/20,0,0
33247,Wisconsin,US,2/2/20,0,0
33248,Wisconsin,US,2/3/20,0,0
33249,Wisconsin,US,2/4/20,0,0
33250,Wisconsin,US,2/5/20,0,0
33251,Wisconsin,US,2/6/20,0,0
33252,Wisconsin,US,2/7/20,0,0
33253,Wisconsin,US,2/8/20,0,0
33254,Wisconsin,US,2/9/20,0,0
33255,Wisconsin,US,2/10/20,0,0
33256,Wisconsin,US,2/11/20,0,0
33257,Wisconsin,US,2/12/20,0,0
33258,Wisconsin,US,2/13/20,0,0
33259,Wisconsin,US,2/14/20,0,0
33260,Wisconsin,US,2/15/20,0,0
33261,Wisconsin,US,2/16/20,0,0
33262,Wisconsin,US,2/17/20,0,0
33263,Wisconsin,US,2/18/20,0,0
33264,Wisconsin,US,2/19/20,0,0
33265,Wisconsin,US,2/20/20,0,0
33266,Wisconsin,US,2/21/20,0,0
33267,Wisconsin,US,2/22/20,0,0
33268,Wisconsin,US,2/23/20,0,0
33269,Wisconsin,US,2/24/20,0,0
33270,Wisconsin,US,2/25/20,0,0
33271,Wisconsin,US,2/26/20,0,0
33272,Wisconsin,US,2/27/20,0,0
33273,Wisconsin,US,2/28/20,0,0
33274,Wisconsin,US,2/29/20,0,0
33275,Wisconsin,US,3/1/20,0,0
33276,Wisconsin,US,3/2/20,0,0
33277,Wisconsin,US,3/3/20,0,0
33278,Wisconsin,US,3/4/20,0,0
33279,Wisconsin,US,3/5/20,0,0
33280,Wisconsin,US,3/6/20,0,0
33281,Wisconsin,US,3/7/20,0,0
33282,Wisconsin,US,3/8/20,0,0
33283,Wisconsin,US,3/9/20,0,0
33284,Wisconsin,US,3/10/20,3,0
33285,Wisconsin,US,3/11/20,6,0
33286,Wisconsin,US,3/12/20,8,0
33287,Wisconsin,US,3/13/20,19,0
33288,Wisconsin,US,3/14/20,27,0
33289,Wisconsin,US,3/15/20,32,0
33290,Wisconsin,US,3/16/20,47,0
33291,Wisconsin,US,3/17/20,72,0
33292,Wisconsin,US,3/18/20,92,0
33293,Wisconsin,US,3/19/20,159,0
33294,Wisconsin,US,3/20/20,207,3
33295,Wisconsin,US,3/21/20,282,4
33296,Wisconsin,US,3/22/20,381,4
33297,Wisconsin,US,3/23/20,425,5
33298,Wisconsin,US,3/24/20,481,5
33299,Wisconsin,US,3/25/20,621,7
33300,Wisconsin,US,3/26/20,728,10
33301,Wisconsin,US,3/27/20,926,14
33302,Wisconsin,US,3/28/20,1055,17
33303,Wisconsin,US,3/29/20,1164,18
33304,Wisconsin,US,3/30/20,1230,20
33305,Wisconsin,US,3/31/20,1412,25
33306,Wisconsin,US,4/1/20,1556,27
33307,Wisconsin,US,4/2/20,1748,38
33308,Wisconsin,US,4/3/20,2012,51
33309,Wisconsin,US,4/4/20,2030,54
33310,Wisconsin,US,4/5/20,2320,74
33311,Wisconsin,US,4/6/20,2449,78
33312,Wisconsin,US,4/7/20,2578,92
33313,Wisconsin,US,4/8/20,2710,100
33314,Wisconsin,US,4/9/20,2886,111
33315,Wisconsin,US,4/10/20,3068,128
33316,Wisconsin,US,4/11/20,3213,137
33317,Wisconsin,US,4/12/20,3341,144
33318,Wisconsin,US,4/13/20,3428,154
33319,Wisconsin,US,4/14/20,3555,170
33320,Wisconsin,US,4/15/20,3721,183
33321,Wisconsin,US,4/16/20,3875,197
33322,Wisconsin,US,4/17/20,4053,206
33323,Wisconsin,US,4/18/20,4199,212
33324,Wisconsin,US,4/19/20,4346,220
33325,Wisconsin,US,4/20/20,4499,230
33326,Wisconsin,US,4/21/20,4625,244
33327,Wisconsin,US,4/22/20,4845,248
33328,Wisconsin,US,4/23/20,5052,258
33329,Wisconsin,US,4/24/20,5356,263
33330,Wisconsin,US,4/25/20,5687,266
33331,Wisconsin,US,4/26/20,5912,272
33332,Wisconsin,US,4/27/20,6081,281
33333,Wisconsin,US,4/28/20,6289,300
33334,Wisconsin,US,4/29/20,6520,308
33335,Wisconsin,US,4/30/20,6854,316
33336,Wisconsin,US,5/1/20,7314,327
33337,Wisconsin,US,5/2/20,7660,334
33338,Wisconsin,US,5/3/20,7964,339
33339,Wisconsin,US,5/4/20,8236,340
33340,Wisconsin,US,5/5/20,8566,353
33341,Wisconsin,US,5/6/20,8901,362
33342,Wisconsin,US,5/7/20,9215,374
33343,Wisconsin,US,5/8/20,9590,384
33344,Wisconsin,US,5/9/20,9939,398
33345,Wisconsin,US,5/10/20,10219,400
33346,Wisconsin,US,5/11/20,10418,409
33347,Wisconsin,US,5/12/20,10611,418
33348,Wisconsin,US,5/13/20,10902,421
33349,Wisconsin,US,5/14/20,11275,434
33350,Wisconsin,US,5/15/20,11685,445
33351,Wyoming,US,1/22/20,0,0
33352,Wyoming,US,1/23/20,0,0
33353,Wyoming,US,1/24/20,0,0
33354,Wyoming,US,1/25/20,0,0
33355,Wyoming,US,1/26/20,0,0
33356,Wyoming,US,1/27/20,0,0
33357,Wyoming,US,1/28/20,0,0
33358,Wyoming,US,1/29/20,0,0
33359,Wyoming,US,1/30/20,0,0
33360,Wyoming,US,1/31/20,0,0
33361,Wyoming,US,2/1/20,0,0
33362,Wyoming,US,2/2/20,0,0
33363,Wyoming,US,2/3/20,0,0
33364,Wyoming,US,2/4/20,0,0
33365,Wyoming,US,2/5/20,0,0
33366,Wyoming,US,2/6/20,0,0
33367,Wyoming,US,2/7/20,0,0
33368,Wyoming,US,2/8/20,0,0
33369,Wyoming,US,2/9/20,0,0
33370,Wyoming,US,2/10/20,0,0
33371,Wyoming,US,2/11/20,0,0
33372,Wyoming,US,2/12/20,0,0
33373,Wyoming,US,2/13/20,0,0
33374,Wyoming,US,2/14/20,0,0
33375,Wyoming,US,2/15/20,0,0
33376,Wyoming,US,2/16/20,0,0
33377,Wyoming,US,2/17/20,0,0
33378,Wyoming,US,2/18/20,0,0
33379,Wyoming,US,2/19/20,0,0
33380,Wyoming,US,2/20/20,0,0
33381,Wyoming,US,2/21/20,0,0
33382,Wyoming,US,2/22/20,0,0
33383,Wyoming,US,2/23/20,0,0
33384,Wyoming,US,2/24/20,0,0
33385,Wyoming,US,2/25/20,0,0
33386,Wyoming,US,2/26/20,0,0
33387,Wyoming,US,2/27/20,0,0
33388,Wyoming,US,2/28/20,0,0
33389,Wyoming,US,2/29/20,0,0
33390,Wyoming,US,3/1/20,0,0
33391,Wyoming,US,3/2/20,0,0
33392,Wyoming,US,3/3/20,0,0
33393,Wyoming,US,3/4/20,0,0
33394,Wyoming,US,3/5/20,0,0
33395,Wyoming,US,3/6/20,0,0
33396,Wyoming,US,3/7/20,0,0
33397,Wyoming,US,3/8/20,0,0
33398,Wyoming,US,3/9/20,0,0
33399,Wyoming,US,3/10/20,0,0
33400,Wyoming,US,3/11/20,0,0
33401,Wyoming,US,3/12/20,1,0
33402,Wyoming,US,3/13/20,1,0
33403,Wyoming,US,3/14/20,2,0
33404,Wyoming,US,3/15/20,3,0
33405,Wyoming,US,3/16/20,3,0
33406,Wyoming,US,3/17/20,11,0
33407,Wyoming,US,3/18/20,15,0
33408,Wyoming,US,3/19/20,18,0
33409,Wyoming,US,3/20/20,19,0
33410,Wyoming,US,3/21/20,23,0
33411,Wyoming,US,3/22/20,26,0
33412,Wyoming,US,3/23/20,26,0
33413,Wyoming,US,3/24/20,29,0
33414,Wyoming,US,3/25/20,44,0
33415,Wyoming,US,3/26/20,53,0
33416,Wyoming,US,3/27/20,70,0
33417,Wyoming,US,3/28/20,82,0
33418,Wyoming,US,3/29/20,86,0
33419,Wyoming,US,3/30/20,94,0
33420,Wyoming,US,3/31/20,109,0
33421,Wyoming,US,4/1/20,130,0
33422,Wyoming,US,4/2/20,150,0
33423,Wyoming,US,4/3/20,162,0
33424,Wyoming,US,4/4/20,187,0
33425,Wyoming,US,4/5/20,197,0
33426,Wyoming,US,4/6/20,210,0
33427,Wyoming,US,4/7/20,216,0
33428,Wyoming,US,4/8/20,221,0
33429,Wyoming,US,4/9/20,230,0
33430,Wyoming,US,4/10/20,239,0
33431,Wyoming,US,4/11/20,261,0
33432,Wyoming,US,4/12/20,270,0
33433,Wyoming,US,4/13/20,275,1
33434,Wyoming,US,4/14/20,282,1
33435,Wyoming,US,4/15/20,287,1
33436,Wyoming,US,4/16/20,296,2
33437,Wyoming,US,4/17/20,305,2
33438,Wyoming,US,4/18/20,309,2
33439,Wyoming,US,4/19/20,313,2
33440,Wyoming,US,4/20/20,317,2
33441,Wyoming,US,4/21/20,443,2
33442,Wyoming,US,4/22/20,447,6
33443,Wyoming,US,4/23/20,453,7
33444,Wyoming,US,4/24/20,473,7
33445,Wyoming,US,4/25/20,491,7
33446,Wyoming,US,4/26/20,502,7
33447,Wyoming,US,4/27/20,520,7
33448,Wyoming,US,4/28/20,536,7
33449,Wyoming,US,4/29/20,545,7
33450,Wyoming,US,4/30/20,559,7
33451,Wyoming,US,5/1/20,566,7
33452,Wyoming,US,5/2/20,579,7
33453,Wyoming,US,5/3/20,586,7
33454,Wyoming,US,5/4/20,596,7
33455,Wyoming,US,5/5/20,604,7
33456,Wyoming,US,5/6/20,631,7
33457,Wyoming,US,5/7/20,635,7
33458,Wyoming,US,5/8/20,644,7
33459,Wyoming,US,5/9/20,653,7
33460,Wyoming,US,5/10/20,662,7
33461,Wyoming,US,5/11/20,669,7
33462,Wyoming,US,5/12/20,675,7
33463,Wyoming,US,5/13/20,688,7
33464,Wyoming,US,5/14/20,701,7
33465,Wyoming,US,5/15/20,716,7
33466,,Uganda,1/22/20,0,0
33467,,Uganda,1/23/20,0,0
33468,,Uganda,1/24/20,0,0
33469,,Uganda,1/25/20,0,0
33470,,Uganda,1/26/20,0,0
33471,,Uganda,1/27/20,0,0
33472,,Uganda,1/28/20,0,0
33473,,Uganda,1/29/20,0,0
33474,,Uganda,1/30/20,0,0
33475,,Uganda,1/31/20,0,0
33476,,Uganda,2/1/20,0,0
33477,,Uganda,2/2/20,0,0
33478,,Uganda,2/3/20,0,0
33479,,Uganda,2/4/20,0,0
33480,,Uganda,2/5/20,0,0
33481,,Uganda,2/6/20,0,0
33482,,Uganda,2/7/20,0,0
33483,,Uganda,2/8/20,0,0
33484,,Uganda,2/9/20,0,0
33485,,Uganda,2/10/20,0,0
33486,,Uganda,2/11/20,0,0
33487,,Uganda,2/12/20,0,0
33488,,Uganda,2/13/20,0,0
33489,,Uganda,2/14/20,0,0
33490,,Uganda,2/15/20,0,0
33491,,Uganda,2/16/20,0,0
33492,,Uganda,2/17/20,0,0
33493,,Uganda,2/18/20,0,0
33494,,Uganda,2/19/20,0,0
33495,,Uganda,2/20/20,0,0
33496,,Uganda,2/21/20,0,0
33497,,Uganda,2/22/20,0,0
33498,,Uganda,2/23/20,0,0
33499,,Uganda,2/24/20,0,0
33500,,Uganda,2/25/20,0,0
33501,,Uganda,2/26/20,0,0
33502,,Uganda,2/27/20,0,0
33503,,Uganda,2/28/20,0,0
33504,,Uganda,2/29/20,0,0
33505,,Uganda,3/1/20,0,0
33506,,Uganda,3/2/20,0,0
33507,,Uganda,3/3/20,0,0
33508,,Uganda,3/4/20,0,0
33509,,Uganda,3/5/20,0,0
33510,,Uganda,3/6/20,0,0
33511,,Uganda,3/7/20,0,0
33512,,Uganda,3/8/20,0,0
33513,,Uganda,3/9/20,0,0
33514,,Uganda,3/10/20,0,0
33515,,Uganda,3/11/20,0,0
33516,,Uganda,3/12/20,0,0
33517,,Uganda,3/13/20,0,0
33518,,Uganda,3/14/20,0,0
33519,,Uganda,3/15/20,0,0
33520,,Uganda,3/16/20,0,0
33521,,Uganda,3/17/20,0,0
33522,,Uganda,3/18/20,0,0
33523,,Uganda,3/19/20,0,0
33524,,Uganda,3/20/20,0,0
33525,,Uganda,3/21/20,1,0
33526,,Uganda,3/22/20,1,0
33527,,Uganda,3/23/20,9,0
33528,,Uganda,3/24/20,9,0
33529,,Uganda,3/25/20,14,0
33530,,Uganda,3/26/20,14,0
33531,,Uganda,3/27/20,23,0
33532,,Uganda,3/28/20,30,0
33533,,Uganda,3/29/20,33,0
33534,,Uganda,3/30/20,33,0
33535,,Uganda,3/31/20,44,0
33536,,Uganda,4/1/20,44,0
33537,,Uganda,4/2/20,45,0
33538,,Uganda,4/3/20,48,0
33539,,Uganda,4/4/20,48,0
33540,,Uganda,4/5/20,52,0
33541,,Uganda,4/6/20,52,0
33542,,Uganda,4/7/20,52,0
33543,,Uganda,4/8/20,53,0
33544,,Uganda,4/9/20,53,0
33545,,Uganda,4/10/20,53,0
33546,,Uganda,4/11/20,53,0
33547,,Uganda,4/12/20,54,0
33548,,Uganda,4/13/20,54,0
33549,,Uganda,4/14/20,55,0
33550,,Uganda,4/15/20,55,0
33551,,Uganda,4/16/20,55,0
33552,,Uganda,4/17/20,56,0
33553,,Uganda,4/18/20,55,0
33554,,Uganda,4/19/20,55,0
33555,,Uganda,4/20/20,56,0
33556,,Uganda,4/21/20,61,0
33557,,Uganda,4/22/20,63,0
33558,,Uganda,4/23/20,74,0
33559,,Uganda,4/24/20,75,0
33560,,Uganda,4/25/20,75,0
33561,,Uganda,4/26/20,79,0
33562,,Uganda,4/27/20,79,0
33563,,Uganda,4/28/20,79,0
33564,,Uganda,4/29/20,81,0
33565,,Uganda,4/30/20,83,0
33566,,Uganda,5/1/20,85,0
33567,,Uganda,5/2/20,88,0
33568,,Uganda,5/3/20,89,0
33569,,Uganda,5/4/20,97,0
33570,,Uganda,5/5/20,98,0
33571,,Uganda,5/6/20,100,0
33572,,Uganda,5/7/20,101,0
33573,,Uganda,5/8/20,101,0
33574,,Uganda,5/9/20,116,0
33575,,Uganda,5/10/20,121,0
33576,,Uganda,5/11/20,121,0
33577,,Uganda,5/12/20,129,0
33578,,Uganda,5/13/20,139,0
33579,,Uganda,5/14/20,160,0
33580,,Uganda,5/15/20,203,0
33581,,Ukraine,1/22/20,0,0
33582,,Ukraine,1/23/20,0,0
33583,,Ukraine,1/24/20,0,0
33584,,Ukraine,1/25/20,0,0
33585,,Ukraine,1/26/20,0,0
33586,,Ukraine,1/27/20,0,0
33587,,Ukraine,1/28/20,0,0
33588,,Ukraine,1/29/20,0,0
33589,,Ukraine,1/30/20,0,0
33590,,Ukraine,1/31/20,0,0
33591,,Ukraine,2/1/20,0,0
33592,,Ukraine,2/2/20,0,0
33593,,Ukraine,2/3/20,0,0
33594,,Ukraine,2/4/20,0,0
33595,,Ukraine,2/5/20,0,0
33596,,Ukraine,2/6/20,0,0
33597,,Ukraine,2/7/20,0,0
33598,,Ukraine,2/8/20,0,0
33599,,Ukraine,2/9/20,0,0
33600,,Ukraine,2/10/20,0,0
33601,,Ukraine,2/11/20,0,0
33602,,Ukraine,2/12/20,0,0
33603,,Ukraine,2/13/20,0,0
33604,,Ukraine,2/14/20,0,0
33605,,Ukraine,2/15/20,0,0
33606,,Ukraine,2/16/20,0,0
33607,,Ukraine,2/17/20,0,0
33608,,Ukraine,2/18/20,0,0
33609,,Ukraine,2/19/20,0,0
33610,,Ukraine,2/20/20,0,0
33611,,Ukraine,2/21/20,0,0
33612,,Ukraine,2/22/20,0,0
33613,,Ukraine,2/23/20,0,0
33614,,Ukraine,2/24/20,0,0
33615,,Ukraine,2/25/20,0,0
33616,,Ukraine,2/26/20,0,0
33617,,Ukraine,2/27/20,0,0
33618,,Ukraine,2/28/20,0,0
33619,,Ukraine,2/29/20,0,0
33620,,Ukraine,3/1/20,0,0
33621,,Ukraine,3/2/20,0,0
33622,,Ukraine,3/3/20,1,0
33623,,Ukraine,3/4/20,1,0
33624,,Ukraine,3/5/20,1,0
33625,,Ukraine,3/6/20,1,0
33626,,Ukraine,3/7/20,1,0
33627,,Ukraine,3/8/20,1,0
33628,,Ukraine,3/9/20,1,0
33629,,Ukraine,3/10/20,1,0
33630,,Ukraine,3/11/20,1,0
33631,,Ukraine,3/12/20,1,0
33632,,Ukraine,3/13/20,3,1
33633,,Ukraine,3/14/20,3,1
33634,,Ukraine,3/15/20,3,1
33635,,Ukraine,3/16/20,7,1
33636,,Ukraine,3/17/20,14,2
33637,,Ukraine,3/18/20,14,2
33638,,Ukraine,3/19/20,16,2
33639,,Ukraine,3/20/20,29,3
33640,,Ukraine,3/21/20,47,3
33641,,Ukraine,3/22/20,73,3
33642,,Ukraine,3/23/20,73,3
33643,,Ukraine,3/24/20,97,3
33644,,Ukraine,3/25/20,145,5
33645,,Ukraine,3/26/20,196,5
33646,,Ukraine,3/27/20,310,5
33647,,Ukraine,3/28/20,356,9
33648,,Ukraine,3/29/20,475,10
33649,,Ukraine,3/30/20,548,13
33650,,Ukraine,3/31/20,645,17
33651,,Ukraine,4/1/20,794,20
33652,,Ukraine,4/2/20,897,22
33653,,Ukraine,4/3/20,1072,27
33654,,Ukraine,4/4/20,1225,32
33655,,Ukraine,4/5/20,1308,37
33656,,Ukraine,4/6/20,1319,38
33657,,Ukraine,4/7/20,1462,45
33658,,Ukraine,4/8/20,1668,52
33659,,Ukraine,4/9/20,1892,57
33660,,Ukraine,4/10/20,2203,69
33661,,Ukraine,4/11/20,2511,73
33662,,Ukraine,4/12/20,2777,83
33663,,Ukraine,4/13/20,3102,93
33664,,Ukraine,4/14/20,3372,98
33665,,Ukraine,4/15/20,3764,108
33666,,Ukraine,4/16/20,4161,116
33667,,Ukraine,4/17/20,4662,125
33668,,Ukraine,4/18/20,5106,133
33669,,Ukraine,4/19/20,5449,141
33670,,Ukraine,4/20/20,5710,151
33671,,Ukraine,4/21/20,6125,161
33672,,Ukraine,4/22/20,6592,174
33673,,Ukraine,4/23/20,7170,187
33674,,Ukraine,4/24/20,7647,201
33675,,Ukraine,4/25/20,8125,201
33676,,Ukraine,4/26/20,8617,209
33677,,Ukraine,4/27/20,9009,220
33678,,Ukraine,4/28/20,9410,239
33679,,Ukraine,4/29/20,9866,250
33680,,Ukraine,4/30/20,10406,261
33681,,Ukraine,5/1/20,10861,272
33682,,Ukraine,5/2/20,11411,279
33683,,Ukraine,5/3/20,11913,288
33684,,Ukraine,5/4/20,12331,303
33685,,Ukraine,5/5/20,12697,316
33686,,Ukraine,5/6/20,13184,327
33687,,Ukraine,5/7/20,13691,340
33688,,Ukraine,5/8/20,14195,361
33689,,Ukraine,5/9/20,14710,376
33690,,Ukraine,5/10/20,15232,391
33691,,Ukraine,5/11/20,15648,408
33692,,Ukraine,5/12/20,16023,425
33693,,Ukraine,5/13/20,16425,439
33694,,Ukraine,5/14/20,16847,456
33695,,Ukraine,5/15/20,17330,476
33696,,United Arab Emirates,1/22/20,0,0
33697,,United Arab Emirates,1/23/20,0,0
33698,,United Arab Emirates,1/24/20,0,0
33699,,United Arab Emirates,1/25/20,0,0
33700,,United Arab Emirates,1/26/20,0,0
33701,,United Arab Emirates,1/27/20,0,0
33702,,United Arab Emirates,1/28/20,0,0
33703,,United Arab Emirates,1/29/20,4,0
33704,,United Arab Emirates,1/30/20,4,0
33705,,United Arab Emirates,1/31/20,4,0
33706,,United Arab Emirates,2/1/20,4,0
33707,,United Arab Emirates,2/2/20,5,0
33708,,United Arab Emirates,2/3/20,5,0
33709,,United Arab Emirates,2/4/20,5,0
33710,,United Arab Emirates,2/5/20,5,0
33711,,United Arab Emirates,2/6/20,5,0
33712,,United Arab Emirates,2/7/20,5,0
33713,,United Arab Emirates,2/8/20,7,0
33714,,United Arab Emirates,2/9/20,7,0
33715,,United Arab Emirates,2/10/20,8,0
33716,,United Arab Emirates,2/11/20,8,0
33717,,United Arab Emirates,2/12/20,8,0
33718,,United Arab Emirates,2/13/20,8,0
33719,,United Arab Emirates,2/14/20,8,0
33720,,United Arab Emirates,2/15/20,8,0
33721,,United Arab Emirates,2/16/20,9,0
33722,,United Arab Emirates,2/17/20,9,0
33723,,United Arab Emirates,2/18/20,9,0
33724,,United Arab Emirates,2/19/20,9,0
33725,,United Arab Emirates,2/20/20,9,0
33726,,United Arab Emirates,2/21/20,9,0
33727,,United Arab Emirates,2/22/20,13,0
33728,,United Arab Emirates,2/23/20,13,0
33729,,United Arab Emirates,2/24/20,13,0
33730,,United Arab Emirates,2/25/20,13,0
33731,,United Arab Emirates,2/26/20,13,0
33732,,United Arab Emirates,2/27/20,13,0
33733,,United Arab Emirates,2/28/20,19,0
33734,,United Arab Emirates,2/29/20,21,0
33735,,United Arab Emirates,3/1/20,21,0
33736,,United Arab Emirates,3/2/20,21,0
33737,,United Arab Emirates,3/3/20,27,0
33738,,United Arab Emirates,3/4/20,27,0
33739,,United Arab Emirates,3/5/20,29,0
33740,,United Arab Emirates,3/6/20,29,0
33741,,United Arab Emirates,3/7/20,45,0
33742,,United Arab Emirates,3/8/20,45,0
33743,,United Arab Emirates,3/9/20,45,0
33744,,United Arab Emirates,3/10/20,74,0
33745,,United Arab Emirates,3/11/20,74,0
33746,,United Arab Emirates,3/12/20,85,0
33747,,United Arab Emirates,3/13/20,85,0
33748,,United Arab Emirates,3/14/20,85,0
33749,,United Arab Emirates,3/15/20,98,0
33750,,United Arab Emirates,3/16/20,98,0
33751,,United Arab Emirates,3/17/20,98,0
33752,,United Arab Emirates,3/18/20,113,0
33753,,United Arab Emirates,3/19/20,140,0
33754,,United Arab Emirates,3/20/20,140,2
33755,,United Arab Emirates,3/21/20,153,2
33756,,United Arab Emirates,3/22/20,153,2
33757,,United Arab Emirates,3/23/20,198,2
33758,,United Arab Emirates,3/24/20,248,2
33759,,United Arab Emirates,3/25/20,333,2
33760,,United Arab Emirates,3/26/20,333,2
33761,,United Arab Emirates,3/27/20,405,2
33762,,United Arab Emirates,3/28/20,468,2
33763,,United Arab Emirates,3/29/20,570,3
33764,,United Arab Emirates,3/30/20,611,5
33765,,United Arab Emirates,3/31/20,664,6
33766,,United Arab Emirates,4/1/20,814,8
33767,,United Arab Emirates,4/2/20,1024,8
33768,,United Arab Emirates,4/3/20,1264,9
33769,,United Arab Emirates,4/4/20,1505,10
33770,,United Arab Emirates,4/5/20,1799,10
33771,,United Arab Emirates,4/6/20,2076,11
33772,,United Arab Emirates,4/7/20,2359,12
33773,,United Arab Emirates,4/8/20,2659,12
33774,,United Arab Emirates,4/9/20,2990,14
33775,,United Arab Emirates,4/10/20,3360,16
33776,,United Arab Emirates,4/11/20,3736,20
33777,,United Arab Emirates,4/12/20,4123,22
33778,,United Arab Emirates,4/13/20,4521,25
33779,,United Arab Emirates,4/14/20,4933,28
33780,,United Arab Emirates,4/15/20,5365,33
33781,,United Arab Emirates,4/16/20,5825,35
33782,,United Arab Emirates,4/17/20,6302,37
33783,,United Arab Emirates,4/18/20,6302,37
33784,,United Arab Emirates,4/19/20,6781,41
33785,,United Arab Emirates,4/20/20,7265,43
33786,,United Arab Emirates,4/21/20,7755,46
33787,,United Arab Emirates,4/22/20,8238,52
33788,,United Arab Emirates,4/23/20,8756,56
33789,,United Arab Emirates,4/24/20,9281,64
33790,,United Arab Emirates,4/25/20,9813,71
33791,,United Arab Emirates,4/26/20,10349,76
33792,,United Arab Emirates,4/27/20,10839,82
33793,,United Arab Emirates,4/28/20,11380,89
33794,,United Arab Emirates,4/29/20,11929,98
33795,,United Arab Emirates,4/30/20,12481,105
33796,,United Arab Emirates,5/1/20,13038,111
33797,,United Arab Emirates,5/2/20,13599,119
33798,,United Arab Emirates,5/3/20,14163,126
33799,,United Arab Emirates,5/4/20,14730,137
33800,,United Arab Emirates,5/5/20,15192,146
33801,,United Arab Emirates,5/6/20,15738,157
33802,,United Arab Emirates,5/7/20,16240,165
33803,,United Arab Emirates,5/8/20,16793,174
33804,,United Arab Emirates,5/9/20,17417,185
33805,,United Arab Emirates,5/10/20,18198,198
33806,,United Arab Emirates,5/11/20,18878,201
33807,,United Arab Emirates,5/12/20,19661,203
33808,,United Arab Emirates,5/13/20,20386,206
33809,,United Arab Emirates,5/14/20,21084,208
33810,,United Arab Emirates,5/15/20,21831,210
33811,Anguilla,United Kingdom,1/22/20,0,0
33812,Anguilla,United Kingdom,1/23/20,0,0
33813,Anguilla,United Kingdom,1/24/20,0,0
33814,Anguilla,United Kingdom,1/25/20,0,0
33815,Anguilla,United Kingdom,1/26/20,0,0
33816,Anguilla,United Kingdom,1/27/20,0,0
33817,Anguilla,United Kingdom,1/28/20,0,0
33818,Anguilla,United Kingdom,1/29/20,0,0
33819,Anguilla,United Kingdom,1/30/20,0,0
33820,Anguilla,United Kingdom,1/31/20,0,0
33821,Anguilla,United Kingdom,2/1/20,0,0
33822,Anguilla,United Kingdom,2/2/20,0,0
33823,Anguilla,United Kingdom,2/3/20,0,0
33824,Anguilla,United Kingdom,2/4/20,0,0
33825,Anguilla,United Kingdom,2/5/20,0,0
33826,Anguilla,United Kingdom,2/6/20,0,0
33827,Anguilla,United Kingdom,2/7/20,0,0
33828,Anguilla,United Kingdom,2/8/20,0,0
33829,Anguilla,United Kingdom,2/9/20,0,0
33830,Anguilla,United Kingdom,2/10/20,0,0
33831,Anguilla,United Kingdom,2/11/20,0,0
33832,Anguilla,United Kingdom,2/12/20,0,0
33833,Anguilla,United Kingdom,2/13/20,0,0
33834,Anguilla,United Kingdom,2/14/20,0,0
33835,Anguilla,United Kingdom,2/15/20,0,0
33836,Anguilla,United Kingdom,2/16/20,0,0
33837,Anguilla,United Kingdom,2/17/20,0,0
33838,Anguilla,United Kingdom,2/18/20,0,0
33839,Anguilla,United Kingdom,2/19/20,0,0
33840,Anguilla,United Kingdom,2/20/20,0,0
33841,Anguilla,United Kingdom,2/21/20,0,0
33842,Anguilla,United Kingdom,2/22/20,0,0
33843,Anguilla,United Kingdom,2/23/20,0,0
33844,Anguilla,United Kingdom,2/24/20,0,0
33845,Anguilla,United Kingdom,2/25/20,0,0
33846,Anguilla,United Kingdom,2/26/20,0,0
33847,Anguilla,United Kingdom,2/27/20,0,0
33848,Anguilla,United Kingdom,2/28/20,0,0
33849,Anguilla,United Kingdom,2/29/20,0,0
33850,Anguilla,United Kingdom,3/1/20,0,0
